customer_no,timestamp,customer_no,location,day,hour
friday1012,2019-09-06 17:26:00,friday1012,fruit,friday,17:00-18:00
friday1012,2019-09-06 17:27:00,friday1012,fruit,friday,17:00-18:00
friday1012,2019-09-06 17:28:00,friday1012,fruit,friday,17:00-18:00
friday1012,2019-09-06 17:29:00,friday1012,checkout,friday,17:00-18:00
friday1013,2019-09-06 17:24:00,friday1013,spices,friday,17:00-18:00
friday1013,2019-09-06 17:25:00,friday1013,checkout,friday,17:00-18:00
friday1014,2019-09-06 17:24:00,friday1014,drinks,friday,17:00-18:00
friday1014,2019-09-06 17:25:00,friday1014,drinks,friday,17:00-18:00
friday1014,2019-09-06 17:26:00,friday1014,drinks,friday,17:00-18:00
friday1014,2019-09-06 17:27:00,friday1014,drinks,friday,17:00-18:00
friday1014,2019-09-06 17:28:00,friday1014,drinks,friday,17:00-18:00
friday1014,2019-09-06 17:29:00,friday1014,fruit,friday,17:00-18:00
friday1014,2019-09-06 17:30:00,friday1014,dairy,friday,17:00-18:00
friday1014,2019-09-06 17:31:00,friday1014,drinks,friday,17:00-18:00
friday1014,2019-09-06 17:32:00,friday1014,checkout,friday,17:00-18:00
friday1015,2019-09-06 17:25:00,friday1015,dairy,friday,17:00-18:00
friday1015,2019-09-06 17:26:00,friday1015,dairy,friday,17:00-18:00
friday1015,2019-09-06 17:27:00,friday1015,spices,friday,17:00-18:00
friday1015,2019-09-06 17:28:00,friday1015,drinks,friday,17:00-18:00
friday1015,2019-09-06 17:29:00,friday1015,drinks,friday,17:00-18:00
friday1015,2019-09-06 17:30:00,friday1015,checkout,friday,17:00-18:00
friday1016,2019-09-06 17:25:00,friday1016,drinks,friday,17:00-18:00
friday1016,2019-09-06 17:26:00,friday1016,drinks,friday,17:00-18:00
friday1016,2019-09-06 17:27:00,friday1016,dairy,friday,17:00-18:00
friday1016,2019-09-06 17:28:00,friday1016,checkout,friday,17:00-18:00
friday1017,2019-09-06 17:26:00,friday1017,drinks,friday,17:00-18:00
friday1017,2019-09-06 17:27:00,friday1017,drinks,friday,17:00-18:00
friday1017,2019-09-06 17:28:00,friday1017,drinks,friday,17:00-18:00
friday1017,2019-09-06 17:29:00,friday1017,drinks,friday,17:00-18:00
friday1017,2019-09-06 17:30:00,friday1017,drinks,friday,17:00-18:00
friday1017,2019-09-06 17:31:00,friday1017,fruit,friday,17:00-18:00
friday1017,2019-09-06 17:32:00,friday1017,fruit,friday,17:00-18:00
friday1017,2019-09-06 17:33:00,friday1017,checkout,friday,17:00-18:00
friday1018,2019-09-06 17:26:00,friday1018,dairy,friday,17:00-18:00
friday1018,2019-09-06 17:27:00,friday1018,dairy,friday,17:00-18:00
friday1018,2019-09-06 17:28:00,friday1018,dairy,friday,17:00-18:00
friday1018,2019-09-06 17:29:00,friday1018,dairy,friday,17:00-18:00
friday1018,2019-09-06 17:30:00,friday1018,dairy,friday,17:00-18:00
friday1018,2019-09-06 17:31:00,friday1018,dairy,friday,17:00-18:00
friday1018,2019-09-06 17:32:00,friday1018,dairy,friday,17:00-18:00
friday1018,2019-09-06 17:33:00,friday1018,dairy,friday,17:00-18:00
friday1018,2019-09-06 17:34:00,friday1018,dairy,friday,17:00-18:00
friday1018,2019-09-06 17:35:00,friday1018,checkout,friday,17:00-18:00
friday1019,2019-09-06 17:26:00,friday1019,fruit,friday,17:00-18:00
friday1019,2019-09-06 17:27:00,friday1019,fruit,friday,17:00-18:00
friday1019,2019-09-06 17:28:00,friday1019,checkout,friday,17:00-18:00
friday102,2019-09-06 08:04:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:05:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:06:00,friday102,dairy,friday,08:00-09:00
friday102,2019-09-06 08:07:00,friday102,dairy,friday,08:00-09:00
friday102,2019-09-06 08:08:00,friday102,dairy,friday,08:00-09:00
friday102,2019-09-06 08:09:00,friday102,dairy,friday,08:00-09:00
friday102,2019-09-06 08:10:00,friday102,dairy,friday,08:00-09:00
friday102,2019-09-06 08:11:00,friday102,dairy,friday,08:00-09:00
friday102,2019-09-06 08:12:00,friday102,dairy,friday,08:00-09:00
friday102,2019-09-06 08:13:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:14:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:15:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:16:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:17:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:18:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:19:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:20:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:21:00,friday102,dairy,friday,08:00-09:00
friday102,2019-09-06 08:22:00,friday102,dairy,friday,08:00-09:00
friday102,2019-09-06 08:23:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:24:00,friday102,dairy,friday,08:00-09:00
friday102,2019-09-06 08:25:00,friday102,dairy,friday,08:00-09:00
friday102,2019-09-06 08:26:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:27:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:28:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:29:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:30:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:31:00,friday102,drinks,friday,08:00-09:00
friday102,2019-09-06 08:32:00,friday102,drinks,friday,08:00-09:00
friday102,2019-09-06 08:33:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:34:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:35:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:36:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:37:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:38:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:39:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:40:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:41:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:42:00,friday102,dairy,friday,08:00-09:00
friday102,2019-09-06 08:43:00,friday102,drinks,friday,08:00-09:00
friday102,2019-09-06 08:44:00,friday102,drinks,friday,08:00-09:00
friday102,2019-09-06 08:45:00,friday102,drinks,friday,08:00-09:00
friday102,2019-09-06 08:46:00,friday102,drinks,friday,08:00-09:00
friday102,2019-09-06 08:47:00,friday102,drinks,friday,08:00-09:00
friday102,2019-09-06 08:48:00,friday102,drinks,friday,08:00-09:00
friday102,2019-09-06 08:49:00,friday102,spices,friday,08:00-09:00
friday102,2019-09-06 08:50:00,friday102,drinks,friday,08:00-09:00
friday102,2019-09-06 08:51:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:52:00,friday102,spices,friday,08:00-09:00
friday102,2019-09-06 08:53:00,friday102,spices,friday,08:00-09:00
friday102,2019-09-06 08:54:00,friday102,spices,friday,08:00-09:00
friday102,2019-09-06 08:55:00,friday102,fruit,friday,08:00-09:00
friday102,2019-09-06 08:56:00,friday102,checkout,friday,08:00-09:00
friday1020,2019-09-06 17:27:00,friday1020,dairy,friday,17:00-18:00
friday1020,2019-09-06 17:28:00,friday1020,dairy,friday,17:00-18:00
friday1020,2019-09-06 17:29:00,friday1020,dairy,friday,17:00-18:00
friday1020,2019-09-06 17:30:00,friday1020,dairy,friday,17:00-18:00
friday1020,2019-09-06 17:31:00,friday1020,spices,friday,17:00-18:00
friday1020,2019-09-06 17:32:00,friday1020,dairy,friday,17:00-18:00
friday1020,2019-09-06 17:33:00,friday1020,dairy,friday,17:00-18:00
friday1020,2019-09-06 17:34:00,friday1020,dairy,friday,17:00-18:00
friday1020,2019-09-06 17:35:00,friday1020,checkout,friday,17:00-18:00
friday1021,2019-09-06 17:28:00,friday1021,fruit,friday,17:00-18:00
friday1021,2019-09-06 17:29:00,friday1021,checkout,friday,17:00-18:00
friday1022,2019-09-06 17:28:00,friday1022,dairy,friday,17:00-18:00
friday1022,2019-09-06 17:29:00,friday1022,dairy,friday,17:00-18:00
friday1022,2019-09-06 17:30:00,friday1022,dairy,friday,17:00-18:00
friday1022,2019-09-06 17:31:00,friday1022,fruit,friday,17:00-18:00
friday1022,2019-09-06 17:32:00,friday1022,fruit,friday,17:00-18:00
friday1022,2019-09-06 17:33:00,friday1022,checkout,friday,17:00-18:00
friday1023,2019-09-06 17:29:00,friday1023,dairy,friday,17:00-18:00
friday1023,2019-09-06 17:30:00,friday1023,dairy,friday,17:00-18:00
friday1023,2019-09-06 17:31:00,friday1023,dairy,friday,17:00-18:00
friday1023,2019-09-06 17:32:00,friday1023,checkout,friday,17:00-18:00
friday1024,2019-09-06 17:29:00,friday1024,spices,friday,17:00-18:00
friday1024,2019-09-06 17:30:00,friday1024,drinks,friday,17:00-18:00
friday1024,2019-09-06 17:31:00,friday1024,fruit,friday,17:00-18:00
friday1024,2019-09-06 17:32:00,friday1024,fruit,friday,17:00-18:00
friday1024,2019-09-06 17:33:00,friday1024,spices,friday,17:00-18:00
friday1024,2019-09-06 17:34:00,friday1024,fruit,friday,17:00-18:00
friday1024,2019-09-06 17:35:00,friday1024,fruit,friday,17:00-18:00
friday1024,2019-09-06 17:36:00,friday1024,drinks,friday,17:00-18:00
friday1024,2019-09-06 17:37:00,friday1024,drinks,friday,17:00-18:00
friday1024,2019-09-06 17:38:00,friday1024,drinks,friday,17:00-18:00
friday1024,2019-09-06 17:39:00,friday1024,drinks,friday,17:00-18:00
friday1024,2019-09-06 17:40:00,friday1024,checkout,friday,17:00-18:00
friday1025,2019-09-06 17:31:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:32:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:33:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:34:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:35:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:36:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:37:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:38:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:39:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:40:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:41:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:42:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:43:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:44:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:45:00,friday1025,spices,friday,17:00-18:00
friday1025,2019-09-06 17:46:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:47:00,friday1025,fruit,friday,17:00-18:00
friday1025,2019-09-06 17:48:00,friday1025,checkout,friday,17:00-18:00
friday1026,2019-09-06 17:31:00,friday1026,dairy,friday,17:00-18:00
friday1026,2019-09-06 17:32:00,friday1026,dairy,friday,17:00-18:00
friday1026,2019-09-06 17:33:00,friday1026,dairy,friday,17:00-18:00
friday1026,2019-09-06 17:34:00,friday1026,checkout,friday,17:00-18:00
friday1027,2019-09-06 17:31:00,friday1027,spices,friday,17:00-18:00
friday1027,2019-09-06 17:32:00,friday1027,fruit,friday,17:00-18:00
friday1027,2019-09-06 17:33:00,friday1027,fruit,friday,17:00-18:00
friday1027,2019-09-06 17:34:00,friday1027,fruit,friday,17:00-18:00
friday1027,2019-09-06 17:35:00,friday1027,checkout,friday,17:00-18:00
friday1028,2019-09-06 17:31:00,friday1028,fruit,friday,17:00-18:00
friday1028,2019-09-06 17:32:00,friday1028,fruit,friday,17:00-18:00
friday1028,2019-09-06 17:33:00,friday1028,spices,friday,17:00-18:00
friday1028,2019-09-06 17:34:00,friday1028,spices,friday,17:00-18:00
friday1028,2019-09-06 17:35:00,friday1028,drinks,friday,17:00-18:00
friday1028,2019-09-06 17:36:00,friday1028,drinks,friday,17:00-18:00
friday1028,2019-09-06 17:37:00,friday1028,drinks,friday,17:00-18:00
friday1028,2019-09-06 17:38:00,friday1028,checkout,friday,17:00-18:00
friday1029,2019-09-06 17:31:00,friday1029,drinks,friday,17:00-18:00
friday1029,2019-09-06 17:32:00,friday1029,drinks,friday,17:00-18:00
friday1029,2019-09-06 17:33:00,friday1029,drinks,friday,17:00-18:00
friday1029,2019-09-06 17:34:00,friday1029,drinks,friday,17:00-18:00
friday1029,2019-09-06 17:35:00,friday1029,drinks,friday,17:00-18:00
friday1029,2019-09-06 17:36:00,friday1029,checkout,friday,17:00-18:00
friday103,2019-09-06 08:04:00,friday103,spices,friday,08:00-09:00
friday103,2019-09-06 08:05:00,friday103,spices,friday,08:00-09:00
friday103,2019-09-06 08:06:00,friday103,dairy,friday,08:00-09:00
friday103,2019-09-06 08:07:00,friday103,dairy,friday,08:00-09:00
friday103,2019-09-06 08:08:00,friday103,dairy,friday,08:00-09:00
friday103,2019-09-06 08:09:00,friday103,dairy,friday,08:00-09:00
friday103,2019-09-06 08:10:00,friday103,dairy,friday,08:00-09:00
friday103,2019-09-06 08:11:00,friday103,dairy,friday,08:00-09:00
friday103,2019-09-06 08:12:00,friday103,dairy,friday,08:00-09:00
friday103,2019-09-06 08:13:00,friday103,dairy,friday,08:00-09:00
friday103,2019-09-06 08:14:00,friday103,dairy,friday,08:00-09:00
friday103,2019-09-06 08:15:00,friday103,dairy,friday,08:00-09:00
friday103,2019-09-06 08:16:00,friday103,dairy,friday,08:00-09:00
friday103,2019-09-06 08:17:00,friday103,dairy,friday,08:00-09:00
friday103,2019-09-06 08:18:00,friday103,checkout,friday,08:00-09:00
friday1030,2019-09-06 17:34:00,friday1030,spices,friday,17:00-18:00
friday1030,2019-09-06 17:35:00,friday1030,spices,friday,17:00-18:00
friday1030,2019-09-06 17:36:00,friday1030,checkout,friday,17:00-18:00
friday1031,2019-09-06 17:35:00,friday1031,fruit,friday,17:00-18:00
friday1031,2019-09-06 17:36:00,friday1031,checkout,friday,17:00-18:00
friday1032,2019-09-06 17:35:00,friday1032,fruit,friday,17:00-18:00
friday1032,2019-09-06 17:36:00,friday1032,fruit,friday,17:00-18:00
friday1032,2019-09-06 17:37:00,friday1032,fruit,friday,17:00-18:00
friday1032,2019-09-06 17:38:00,friday1032,fruit,friday,17:00-18:00
friday1032,2019-09-06 17:39:00,friday1032,drinks,friday,17:00-18:00
friday1032,2019-09-06 17:40:00,friday1032,checkout,friday,17:00-18:00
friday1033,2019-09-06 17:35:00,friday1033,dairy,friday,17:00-18:00
friday1033,2019-09-06 17:36:00,friday1033,dairy,friday,17:00-18:00
friday1033,2019-09-06 17:37:00,friday1033,dairy,friday,17:00-18:00
friday1033,2019-09-06 17:38:00,friday1033,dairy,friday,17:00-18:00
friday1033,2019-09-06 17:39:00,friday1033,checkout,friday,17:00-18:00
friday1034,2019-09-06 17:35:00,friday1034,drinks,friday,17:00-18:00
friday1034,2019-09-06 17:36:00,friday1034,drinks,friday,17:00-18:00
friday1034,2019-09-06 17:37:00,friday1034,drinks,friday,17:00-18:00
friday1034,2019-09-06 17:38:00,friday1034,drinks,friday,17:00-18:00
friday1034,2019-09-06 17:39:00,friday1034,drinks,friday,17:00-18:00
friday1034,2019-09-06 17:40:00,friday1034,checkout,friday,17:00-18:00
friday1035,2019-09-06 17:39:00,friday1035,fruit,friday,17:00-18:00
friday1035,2019-09-06 17:40:00,friday1035,spices,friday,17:00-18:00
friday1035,2019-09-06 17:41:00,friday1035,spices,friday,17:00-18:00
friday1035,2019-09-06 17:42:00,friday1035,drinks,friday,17:00-18:00
friday1035,2019-09-06 17:43:00,friday1035,drinks,friday,17:00-18:00
friday1035,2019-09-06 17:44:00,friday1035,drinks,friday,17:00-18:00
friday1035,2019-09-06 17:45:00,friday1035,checkout,friday,17:00-18:00
friday1036,2019-09-06 17:39:00,friday1036,fruit,friday,17:00-18:00
friday1036,2019-09-06 17:40:00,friday1036,fruit,friday,17:00-18:00
friday1036,2019-09-06 17:41:00,friday1036,fruit,friday,17:00-18:00
friday1036,2019-09-06 17:42:00,friday1036,drinks,friday,17:00-18:00
friday1036,2019-09-06 17:43:00,friday1036,checkout,friday,17:00-18:00
friday1037,2019-09-06 17:39:00,friday1037,spices,friday,17:00-18:00
friday1037,2019-09-06 17:40:00,friday1037,fruit,friday,17:00-18:00
friday1037,2019-09-06 17:41:00,friday1037,checkout,friday,17:00-18:00
friday1038,2019-09-06 17:39:00,friday1038,fruit,friday,17:00-18:00
friday1038,2019-09-06 17:40:00,friday1038,fruit,friday,17:00-18:00
friday1038,2019-09-06 17:41:00,friday1038,fruit,friday,17:00-18:00
friday1038,2019-09-06 17:42:00,friday1038,fruit,friday,17:00-18:00
friday1038,2019-09-06 17:43:00,friday1038,fruit,friday,17:00-18:00
friday1038,2019-09-06 17:44:00,friday1038,dairy,friday,17:00-18:00
friday1038,2019-09-06 17:45:00,friday1038,dairy,friday,17:00-18:00
friday1038,2019-09-06 17:46:00,friday1038,checkout,friday,17:00-18:00
friday1039,2019-09-06 17:39:00,friday1039,dairy,friday,17:00-18:00
